Player ,Grade,Position,Team,Year ,ConfStanding,c,po,a,e,fp,dp,sba,csb,sbap,pb,ci,GoldGlove
Thomas,R-So,INF, CSM ,2016,2,13 ,0 ,13 ,0 ,1.000 ,0 ,2 ,2 ,.500 ,0 ,0 ,No
Howard,R-So,INF, CSM ,2017,2,1 ,0 ,0 ,1 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Moxley,R-So,P, CSM ,2017,2,6 ,3 ,3 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Roberts,R-So,P, CSM ,2017,2,2 ,1 ,1 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Megyeri,R-So,P, CSUP ,2015,2,2 ,1 ,1 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Vinci,R-So,INF, CSUP ,2015,2,9 ,4 ,4 ,1 ,.889 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Gojan,R-So,P,MSUD,2013,6,30,8,19,3,0.9,1,9,4,0.692,0,0,No
Heibult,R-So,P, RU ,2017,6,8 ,1 ,7 ,0 ,1.000 ,0 ,11 ,4 ,.733 ,0 ,0 ,No
Chavez,R-So,P, UCCS ,2017,5,1 ,1 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Johnson,R-So,INF, UCCS ,2017,5,28 ,8 ,18 ,2 ,.929 ,4 ,0 ,0 ,0 ,0 ,0 ,No
Slocum,R-So,P, UCCS ,2017,5,9 ,4 ,4 ,1 ,.889 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Bybee,R-Sr,INF, ASU ,2017,9,26 ,13 ,10 ,3 ,.885 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Sigrist,R-Sr,P, CCU ,2017,8,0 ,0 ,0 ,0 ,.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Chavez,R-Sr,OF,CMU,2014,1,3,3,0,0,1,0,0,0,0,0,0,No
Roberts,R-Sr,P, CMU ,2016,1,3 ,0 ,3 ,0 ,1.000 ,1 ,1 ,1 ,.500 ,0 ,0 ,No
Brown,R-Sr,C, CSM ,2015,6,277 ,240 ,33 ,4 ,.986 ,13 ,14 ,17 ,.452 ,4 ,0 ,No
Chavarria,R-Sr,OF, CSM ,2015,6,62 ,57 ,3 ,2 ,.968 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Schillinger,R-Sr,C, CSM ,2016,2,76 ,62 ,13 ,1 ,.987 ,0 ,12 ,10 ,.545 ,2 ,0 ,No
Martin,R-Sr,P, CSM ,2017,2,2 ,1 ,1 ,0 ,1.000 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Tanner,R-Sr,P, CSM ,2017,2,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Rimer,R-Sr,P, CSUP ,2015,2,17 ,5 ,11 ,1 ,.941 ,0 ,4 ,1 ,.800 ,0 ,0 ,No
Brandon,R-Sr,P, NMHU ,2017,7,2 ,0 ,2 ,0 ,1.000 ,0 ,1 ,1 ,.500 ,0 ,0 ,No
Hemphill,R-Sr,P, RU ,2016,6,3 ,2 ,1 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Smith,R-Sr,Utl., RU ,2017,6,38 ,30 ,4 ,4 ,.895 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Gordon,R-Sr,P, UCCS ,2017,5,0 ,0 ,0 ,0 ,.000 ,0 ,1 ,2 ,.333 ,0 ,0 ,No
Lacayo,R-Sr,C, UCCS ,2017,5,36 ,34 ,1 ,1 ,.972 ,0 ,8 ,0 ,1.000 ,2 ,0 ,No
Bollig,So,INF,ASU,2014,6,191,95,79,17,0.911,17,0,0,0,0,0,No
Cox,So,OF,ASU,2014,6,4,4,0,0,1,0,0,0,0,0,0,No
English,So,P,ASU,2014,6,0,0,0,0,0,0,1,0,1,0,0,No
Granzella,So,OF,ASU,2014,6,38,37,0,1,0.974,0,0,0,0,0,0,No
Jones,So,OF,ASU,2014,6,1,1,0,0,1,0,0,0,0,0,0,No
Moldenhauer,So,C,ASU,2014,6,79,68,8,3,0.962,0,40,4,0.909,0,0,No
Morley,So,OF,ASU,2014,6,139,134,3,2,0.986,0,0,0,0,0,0,No
Nutsch,So,INF,ASU,2014,6,0,0,0,0,0,0,0,0,0,0,0,No
Thurston,So,INF,ASU,2014,6,129,39,80,10,0.922,10,0,0,0,0,0,No
Wells,So,INF,ASU,2014,6,226,216,7,3,0.987,23,0,0,0,0,0,No
Wiemers,So,P,ASU,2014,6,12,1,9,2,0.833,1,14,6,0.7,0,0,No
Bybee,So,INF, ASU ,2015,4,6 ,1 ,5 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Edgington,So,C, ASU ,2015,4,4 ,3 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Ferguson,So,P, ASU ,2015,4,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Garmendia,So,INF, ASU ,2015,4,88 ,28 ,49 ,11 ,.875 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Heaton,So,OF, ASU ,2015,4,6 ,4 ,0 ,2 ,.667 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Sherry,So,P, ASU ,2015,4,5 ,1 ,4 ,0 ,1.000 ,1 ,6 ,0 ,1.000 ,0 ,0 ,No
Garcia,So,P, ASU ,2016,4,15 ,7 ,8 ,0 ,1.000 ,0 ,12 ,7 ,.632 ,0 ,0 ,No
Carleo,So,P, ASU ,2017,9,1 ,0 ,1 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Barnard,So,Inf,CCU,2013,8,112,45,58,9,0.92,8,0,0,0,0,0,No
Brower,So,P,CCU,2013,8,0,0,0,0,0,0,2,0,1,0,0,No
Creekmur,So,P,CCU,2013,8,0,0,0,0,0,0,0,0,0,0,0,No
Heath,So,P,CCU,2013,8,3,0,2,1,0.667,0,11,1,0.917,0,0,No
McMahon,So,INF,CCU,2013,8,98,37,53,8,0.918,5,0,0,0,0,0,No
Moore,So,P,CCU,2014,8,3,1,1,1,0.667,0,5,1,0.833,0,0,No
Reynolds,So,P,CCU,2014,8,2,0,1,1,0.5,0,3,0,1,0,0,No
Atkerson,So,P, CCU ,2015,8,21 ,12 ,7 ,2 ,.905 ,0 ,12 ,3 ,.800 ,0 ,0 ,No
Graves,So,P, CCU ,2015,8,8 ,3 ,4 ,1 ,.875 ,0 ,10 ,2 ,.833 ,0 ,0 ,No
Hesselberg,So,INF, CCU ,2015,8,173 ,73 ,98 ,2 ,.988 ,27 ,0 ,0 ,0 ,0 ,0 ,No
Scott,So,INF, CCU ,2015,8,200 ,71 ,109 ,20 ,.900 ,16 ,0 ,0 ,0 ,0 ,0 ,No
Bayles,So,C, CCU ,2016,8,6 ,6 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Brenton,So,INF, CCU ,2016,8,85 ,31 ,45 ,9 ,.894 ,4 ,0 ,0 ,0 ,0 ,0 ,No
Cantrell,So,P, CCU ,2016,8,6 ,2 ,3 ,1 ,.833 ,0 ,6 ,0 ,1.000 ,0 ,0 ,No
Fontneau,So,P, CCU ,2016,8,3 ,2 ,1 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Hickman,So,OF, CCU ,2016,8,4 ,1 ,1 ,2 ,.500 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Jorgensen,So,P, CCU ,2016,8,6 ,5 ,1 ,0 ,1.000 ,1 ,6 ,0 ,1.000 ,0 ,0 ,No
Marler,So,C, CCU ,2016,8,25 ,22 ,1 ,2 ,.920 ,0 ,12 ,1 ,.923 ,5 ,0 ,No
Pollett,So,C, CCU ,2016,8,40 ,36 ,4 ,0 ,1.000 ,0 ,17 ,2 ,.895 ,0 ,0 ,No
Richardson,So,UT, CCU ,2016,8,67 ,61 ,3 ,3 ,.955 ,2 ,0 ,0 ,0 ,0 ,0 ,No
Weaver,So,P, CCU ,2016,8,12 ,3 ,6 ,3 ,.750 ,0 ,3 ,0 ,1.000 ,0 ,0 ,No
Bote,So,INF, CCU ,2017,8,175 ,74 ,84 ,17 ,.903 ,10 ,1 ,2 ,.333 ,3 ,0 ,No
Fink,So,P, CCU ,2017,8,22 ,6 ,13 ,3 ,.864 ,0 ,9 ,4 ,.692 ,0 ,0 ,No
Ginn,So,P, CCU ,2017,8,69 ,62 ,5 ,2 ,.971 ,2 ,1 ,3 ,.250 ,0 ,0 ,No
Behr,So,P,CMU,2013,1,2,0,1,1,0.5,0,0,0,0,0,0,No
Malone,So,P,CMU,2013,1,1,0,1,0,1,0,0,0,0,0,0,No
Mitchell,So,INF,CMU,2013,1,267,250,16,1,0.996,31,0,0,0,0,0,No
Ross,So,INF,CMU,2013,1,2,1,1,0,1,1,0,0,0,0,0,No
Shemer,So,INF,CMU,2013,1,8,3,5,0,1,0,0,0,0,0,0,No
Valenzuela,So,OF,CMU,2013,1,4,4,0,0,1,0,0,0,0,0,0,No
Allen,So,P,CMU,2014,1,10,2,8,0,1,0,8,3,0.727,0,0,No
Audino,So,INF,CMU,2014,1,70,22,40,8,0.886,2,0,0,0,0,0,No
Druce,So,C, CMU ,2015,1,93 ,90 ,1 ,2 ,.978 ,7 ,0 ,0 ,0 ,0 ,0 ,No
Elcock,So,OF, CMU ,2015,1,36 ,31 ,4 ,1 ,.972 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Elcock,So,INF, CMU ,2015,1,119 ,34 ,66 ,19 ,.840 ,11 ,0 ,0 ,0 ,0 ,0 ,No
Gonzalez,So,OF, CMU ,2015,1,40 ,35 ,2 ,3 ,.925 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Ball,So,INF, CMU ,2016,1,120 ,109 ,9 ,2 ,.983 ,13 ,0 ,0 ,0 ,0 ,0 ,No
Ballard,So,P, CMU ,2016,1,33 ,32 ,0 ,1 ,.970 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Ballard,So,OF, CMU ,2016,1,4 ,0 ,1 ,3 ,.250 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Cardinale,So,P, CMU ,2016,1,2 ,0 ,2 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Carr,So,INF, CMU ,2016,1,110 ,44 ,60 ,6 ,.945 ,13 ,0 ,0 ,0 ,0 ,0 ,No
Madris,So,OF, CMU ,2016,1,56 ,54 ,2 ,0 ,1.000 ,4 ,0 ,0 ,0 ,0 ,0 ,No
McLeod,So,INF, CMU ,2016,1,204 ,71 ,129 ,4 ,.980 ,29 ,0 ,0 ,0 ,0 ,0 ,No
Prokopis,So,P, CMU ,2016,1,4 ,0 ,2 ,2 ,.500 ,0 ,0 ,1 ,.000 ,0 ,0 ,No
Sandoval,So,C, CMU ,2016,1,35 ,34 ,1 ,0 ,1.000 ,0 ,3 ,0 ,1.000 ,2 ,0 ,No
Woods,So,INF, CMU ,2016,1,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Beaudrie,So,P, CMU ,2017,1,2 ,1 ,0 ,1 ,.500 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Dixon,So,INF, CMU ,2017,1,210 ,205 ,4 ,1 ,.995 ,16 ,0 ,0 ,0 ,0 ,0 ,No
Landis,So,P, CMU ,2017,1,5 ,0 ,5 ,0 ,1.000 ,0 ,2 ,0 ,1.000 ,0 ,0 ,No
Leahy,So,P, CMU ,2017,1,16 ,3 ,12 ,1 ,.938 ,1 ,4 ,3 ,.571 ,0 ,0 ,No
McDermott,So,P, CMU ,2017,1,19 ,4 ,13 ,2 ,.895 ,1 ,2 ,4 ,.333 ,0 ,0 ,No
Rempel,So,C, CMU ,2017,1,63 ,58 ,4 ,1 ,.984 ,2 ,0 ,1 ,.000 ,1 ,0,No
Bothwel,So,INF,CSM,2013,5,191,118,64,9,0.953,11,0,0,0,0,0,No
Johnson,So,OF,CSM,2013,5,0,0,0,0,0,0,0,0,0,0,0,No
Patton,So,P,CSM,2013,5,0,0,0,0,0,0,0,0,0,0,0,No
Smith,So,P,CSM,2013,5,0,0,0,0,0,0,0,0,0,0,0,No
Storm,So,P,CSM,2013,5,0,0,0,0,0,0,0,0,0,0,0,No
Touhey,So,P,CSM,2013,5,0,0,0,0,0,0,1,0,1,0,0,No
Alexander,So,P,CSM,2014,4,8,8,0,0,1,2,0,0,0,0,0,No
Bevan,So,INF,CSM,2014,4,41,12,22,7,0.829,5,0,0,0,0,0,No
Fraley,So,INF,CSM,2014,4,26,24,1,1,0.962,2,0,0,0,0,0,No
Kovach,So,P,CSM,2014,4,6,1,5,0,1,1,6,0,1,0,0,No
Martinez,So,INF,CSM,2014,4,76,29,43,4,0.947,5,0,0,0,0,0,No
Ramos,So,INF,CSM,2014,4,15,7,6,2,0.867,1,0,0,0,0,0,No
Rodgers,So,P,CSM,2014,4,15,3,8,4,0.733,0,12,0,1,0,0,No
Rooney,So,P,CSM,2014,4,23,9,13,1,0.957,1,11,1,0.917,0,0,No
Vitulli,So,P,CSM,2014,4,6,2,4,0,1,0,9,0,1,0,0,No
Wurster,So,P,CSM,2014,4,0,0,0,0,0,0,0,0,0,0,0,No
Lambert,So,P, CSM ,2015,6,55 ,48 ,5 ,2 ,.964 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Smith,So,INF, CSM ,2015,6,187 ,66 ,108 ,13 ,.930 ,20 ,0 ,0 ,0 ,0 ,0 ,No
Smythe,So,P, CSM ,2015,6,10 ,2 ,5 ,3 ,.700 ,0 ,2 ,3 ,.400 ,0 ,0 ,No
Valerio,So,P, CSM ,2015,6,7 ,0 ,6 ,1 ,.857 ,0 ,4 ,2 ,.667 ,0 ,0 ,No
Burman,So,OF, CSM ,2016,2,5 ,5 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Englehart,So,P, CSM ,2016,2,2 ,0 ,1 ,1 ,.500 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Jones,So,C, CSM ,2016,2,112 ,94 ,17 ,1 ,.991 ,1 ,11 ,5 ,.688 ,3 ,0 ,No
Martin,So,P, CSM ,2016,2,4 ,1 ,3 ,0 ,1.000 ,0 ,2 ,1 ,.667 ,0 ,0 ,No
Maxey,So,OF, CSM ,2016,2,5 ,0 ,3 ,2 ,.600 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Reed,So,P, CSM ,2016,2,8 ,2 ,5 ,1 ,.875 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Ciraula,So,INF, CSM ,2017,2,119 ,40 ,70 ,9 ,.924 ,11 ,0 ,0 ,0 ,0 ,0 ,No
Pigati,So,P, CSM ,2017,2,2 ,0 ,2 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Popp,So,OF, CSM ,2017,2,28 ,26 ,0 ,2 ,.929 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Selsor,So,INF, CSM ,2017,2,443 ,420 ,16 ,7 ,.984 ,33 ,0 ,0 ,0 ,0 ,0 ,No
VanZale,So,OF, CSM ,2017,2,2 ,2 ,0 ,0 ,1.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Ball,So,P,CSUP,2013,2,8,2,3,3,0.625,0,5,1,0.833,0,0,No
Koman,So,INF,CSUP,2013,2,48,43,3,2,0.958,3,0,0,0,0,0,No
Masterson,So,P,CSUP,2013,2,9,5,4,0,1,1,2,2,0.5,0,0,No
Ortiz,So,OF,CSUP,2013,2,3,2,1,0,1,0,0,0,0,0,0,No
Vigil,So,INF,CSUP,2013,2,1,0,1,0,1,0,0,0,0,0,0,No
Wagner,So,OF,CSUP,2013,2,46,46,0,0,1,0,0,0,0,0,0,No
Martinez,So,C,CSUP,2014,3,9,8,1,0,1,3,0,0,0,0,0,No
Thomas,So,INF,CSUP,2014,3,73,24,44,5,0.932,14,0,0,0,0,0,No
Willman,So,OF, CSUP ,2015,2,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Garcia,So,P, CSUP ,2016,3,0 ,0 ,0 ,0 ,.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Sauceda,So,OF, CSUP ,2017,4,395 ,372 ,20 ,3 ,.992 ,50 ,0 ,0 ,0 ,0 ,0 ,No
Baca,So,INF,MSUD,2013,6,170,150,18,2,0.988,16,13,1,0.929,1,0,No
Gibbons,So,OF,MSUD,2013,6,120,109,5,6,0.95,2,0,0,0,0,0,No
Hammett,So,P,MSUD,2013,6,23,5,14,4,0.826,2,12,3,0.8,0,0,No
Levett,So,OF,MSUD,2013,6,75,71,3,1,0.987,1,0,0,0,0,0,No
Miller,So,INF,MSUD,2013,6,290,270,18,2,0.993,21,0,0,0,0,0,No
Roth,So,P,MSUD,2013,6,7,0,5,2,0.714,0,3,0,1,0,0,No
Spirek,So,INF,MSUD,2013,6,26,8,18,0,1,3,0,0,0,0,0,No
Thill,So,P,MSUD,2013,6,7,1,6,0,1,0,9,4,0.692,0,0,No
Comito,So,INF,MSUD,2014,7,65,28,36,1,0.985,12,0,0,0,0,0,No
Mau,So,OF,MSUD,2014,7,35,32,2,1,0.971,1,0,0,0,0,0,No
Stimpson,So,P,MSUD,2014,7,10,1,8,1,0.9,0,6,2,0.75,0,0,No
Stroup,So,P,MSUD,2014,7,0,0,0,0,0,0,0,0,0,0,0,No
Walker,So,OF,MSUD,2014,7,54,47,5,2,0.963,1,0,0,0,0,0,No
Baca,So,P, MSUD ,2015,3,19 ,4 ,14 ,1 ,.947 ,1 ,6 ,11 ,.353 ,0 ,0 ,No
Bean,So,C, MSUD ,2015,3,214 ,203 ,8 ,3 ,.986 ,18 ,0 ,0 ,0 ,0 ,0 ,No
Hansen,So,P, MSUD ,2015,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
McCasky,So,C, MSUD ,2015,3,0 ,0 ,0 ,0 ,.000 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Moore,So,P, MSUD ,2015,3,7 ,1 ,6 ,0 ,1.000 ,0 ,1 ,0 ,1.000 ,0 ,0 ,No
Paust,So,INF, MSUD ,2015,3,154 ,141 ,12 ,1 ,.994 ,8 ,0 ,0 ,0 ,0 ,0 ,No
Thurston,So,INF, MSUD ,2015,3,193 ,80 ,105 ,8 ,.959 ,21 ,0 ,0 ,0 ,0 ,0 ,No
Donaldson,So,OF, MSUD ,2016,5,43 ,36 ,5 ,2 ,.953 ,0 ,0 ,0 ,0 ,0 ,0 ,No
Garcia,So,P, MSUD ,2016,5,18 ,4 ,13 ,1 ,.944 ,1 ,4 ,8 ,.333 ,0 ,0 ,No
Hansen,So,P, MSUD ,2016,5,2 ,1 ,1 ,0 ,1.000 ,1 ,0 ,0 ,0 ,0 ,0 ,No
Maloney,So,INF, MSUD ,2016,5,72 ,18 ,51 ,3 ,.958 ,4 ,0 ,0 ,0 ,0 ,0 ,No
O'Donnell,So,INF, MSUD ,2016,5,40 ,16 ,20 ,4 ,.900 ,1 ,2 ,0 ,1.000 ,0 ,0 ,No
Roley,So,P, MSUD ,2016,5,8 ,2 ,6 ,0 ,1.000 ,0 ,1 ,1 ,.500 ,0 ,0 ,No
Vega,So,P, MSUD ,2016,5,15 ,3 ,12 ,0 ,1.000 ,2 ,7 ,2 ,.778 ,0 ,0 ,No
Germani,So,OF, MSUD ,2017,3,21 ,20 ,0 ,1 ,.952 ,0 ,0 ,0 ,0 ,0 ,0 ,No
